cell,row,column,crate,slot,chan,bin,txfiber,txch,rxrocid,rxfiber,rxch
591,26,17,SBS_ECALVTP3_ROCID,14,6,15,-1,-1,None,-1,-1
592,26,18,SBS_ECALVTP3_ROCID,14,7,16,-1,-1,None,-1,-1
593,26,19,SBS_ECALVTP3_ROCID,14,8,16,-1,-1,None,-1,-1
594,26,20,SBS_ECALVTP3_ROCID,14,9,16,-1,-1,None,-1,-1
595,26,21,SBS_ECALVTP3_ROCID,14,10,17,-1,-1,None,-1,-1
596,26,22,SBS_ECALVTP3_ROCID,14,11,17,-1,-1,None,-1,-1
597,26,23,SBS_ECALVTP3_ROCID,14,12,17,-1,-1,None,-1,-1
598,26,24,SBS_ECALVTP3_ROCID,14,13,18,-1,-1,None,-1,-1
599,26,25,SBS_ECALVTP3_ROCID,14,14,18,-1,-1,None,-1,-1
600,26,26,SBS_ECALVTP3_ROCID,14,15,18,-1,-1,None,-1,-1
601,26,27,SBS_ECALVTP3_ROCID,15,0,19,-1,-1,None,-1,-1
602,26,28,SBS_ECALVTP3_ROCID,15,1,19,-1,-1,None,-1,-1
603,27,2,SBS_ECALVTP3_ROCID,15,2,20,-1,-1,None,-1,-1
604,27,3,SBS_ECALVTP3_ROCID,15,3,21,-1,-1,None,-1,-1
605,27,4,SBS_ECALVTP3_ROCID,15,4,21,-1,-1,None,-1,-1
606,27,5,SBS_ECALVTP3_ROCID,15,5,21,-1,-1,None,-1,-1
607,27,6,SBS_ECALVTP3_ROCID,15,6,22,-1,-1,None,-1,-1
608,27,7,SBS_ECALVTP3_ROCID,15,7,22,-1,-1,None,-1,-1
609,27,8,SBS_ECALVTP3_ROCID,15,8,22,-1,-1,None,-1,-1
610,27,9,SBS_ECALVTP3_ROCID,15,9,23,-1,-1,None,-1,-1
611,27,10,SBS_ECALVTP3_ROCID,15,10,23,-1,-1,None,-1,-1
612,27,11,SBS_ECALVTP3_ROCID,15,11,23,-1,-1,None,-1,-1
613,27,12,SBS_ECALVTP3_ROCID,15,12,24,-1,-1,None,-1,-1
614,27,13,SBS_ECALVTP3_ROCID,15,13,24,-1,-1,None,-1,-1
615,27,14,SBS_ECALVTP3_ROCID,15,14,24,-1,-1,None,-1,-1
616,27,15,SBS_ECALVTP3_ROCID,15,15,25,-1,-1,None,-1,-1
617,27,16,SBS_ECALVTP3_ROCID,16,0,25,-1,-1,None,-1,-1
618,27,17,SBS_ECALVTP3_ROCID,16,1,25,-1,-1,None,-1,-1
619,27,18,SBS_ECALVTP3_ROCID,16,2,26,-1,-1,None,-1,-1
620,27,19,SBS_ECALVTP3_ROCID,16,3,26,-1,-1,None,-1,-1
621,27,20,SBS_ECALVTP3_ROCID,16,4,26,-1,-1,None,-1,-1
622,27,21,SBS_ECALVTP3_ROCID,16,5,27,-1,-1,None,-1,-1
623,27,22,SBS_ECALVTP3_ROCID,16,6,27,-1,-1,None,-1,-1
624,27,23,SBS_ECALVTP3_ROCID,16,7,27,-1,-1,None,-1,-1
625,27,24,SBS_ECALVTP3_ROCID,16,8,28,-1,-1,None,-1,-1
626,27,25,SBS_ECALVTP3_ROCID,16,9,28,-1,-1,None,-1,-1
627,27,26,SBS_ECALVTP3_ROCID,16,10,28,-1,-1,None,-1,-1
628,27,27,SBS_ECALVTP3_ROCID,16,11,29,-1,-1,None,-1,-1
629,27,28,SBS_ECALVTP3_ROCID,16,12,29,-1,-1,None,-1,-1
630,28,2,SBS_ECALVTP3_ROCID,16,13,20,3,0,SBS_ECALVTP4_ROCID,1,0
631,28,3,SBS_ECALVTP3_ROCID,16,14,21,3,1,SBS_ECALVTP4_ROCID,1,1
632,28,4,SBS_ECALVTP3_ROCID,16,15,21,3,2,SBS_ECALVTP4_ROCID,1,2
633,28,5,SBS_ECALVTP3_ROCID,17,0,21,3,3,SBS_ECALVTP4_ROCID,1,3
634,28,6,SBS_ECALVTP3_ROCID,17,1,22,3,4,SBS_ECALVTP4_ROCID,1,4
635,28,7,SBS_ECALVTP3_ROCID,17,2,22,3,5,SBS_ECALVTP4_ROCID,1,5
636,28,8,SBS_ECALVTP3_ROCID,17,3,22,3,6,SBS_ECALVTP4_ROCID,1,6
637,28,9,SBS_ECALVTP3_ROCID,17,4,23,3,7,SBS_ECALVTP4_ROCID,1,7
638,28,10,SBS_ECALVTP3_ROCID,17,5,23,3,8,SBS_ECALVTP4_ROCID,1,8
639,28,11,SBS_ECALVTP3_ROCID,17,6,23,3,9,SBS_ECALVTP4_ROCID,1,9
640,28,12,SBS_ECALVTP3_ROCID,17,7,24,3,10,SBS_ECALVTP4_ROCID,1,10
641,28,13,SBS_ECALVTP3_ROCID,17,8,24,3,11,SBS_ECALVTP4_ROCID,1,11
642,28,14,SBS_ECALVTP3_ROCID,17,9,24,3,12,SBS_ECALVTP4_ROCID,1,12
643,28,15,SBS_ECALVTP3_ROCID,17,10,25,3,13,SBS_ECALVTP4_ROCID,1,13
644,28,16,SBS_ECALVTP3_ROCID,17,11,25,3,14,SBS_ECALVTP4_ROCID,1,14
645,28,17,SBS_ECALVTP3_ROCID,17,12,25,3,15,SBS_ECALVTP4_ROCID,1,15
646,28,18,SBS_ECALVTP3_ROCID,17,13,26,3,16,SBS_ECALVTP4_ROCID,1,16
647,28,19,SBS_ECALVTP3_ROCID,17,14,26,3,17,SBS_ECALVTP4_ROCID,1,17
648,28,20,SBS_ECALVTP3_ROCID,17,15,26,3,18,SBS_ECALVTP4_ROCID,1,18
649,28,21,SBS_ECALVTP3_ROCID,18,0,27,3,19,SBS_ECALVTP4_ROCID,1,19
650,28,22,SBS_ECALVTP3_ROCID,18,1,27,3,20,SBS_ECALVTP4_ROCID,1,20
651,28,23,SBS_ECALVTP3_ROCID,18,2,27,3,21,SBS_ECALVTP4_ROCID,1,21
652,28,24,SBS_ECALVTP3_ROCID,18,3,28,3,22,SBS_ECALVTP4_ROCID,1,22
653,28,25,SBS_ECALVTP3_ROCID,18,4,28,3,23,SBS_ECALVTP4_ROCID,1,23
654,28,26,SBS_ECALVTP3_ROCID,18,5,28,3,24,SBS_ECALVTP4_ROCID,1,24
655,28,27,SBS_ECALVTP3_ROCID,18,6,29,3,25,SBS_ECALVTP4_ROCID,1,25
656,28,28,SBS_ECALVTP3_ROCID,18,7,29,3,26,SBS_ECALVTP4_ROCID,1,26
657,29,2,SBS_ECALVTP3_ROCID,18,8,20,3,27,SBS_ECALVTP4_ROCID,1,27
658,29,3,SBS_ECALVTP3_ROCID,18,9,21,3,28,SBS_ECALVTP4_ROCID,1,28
659,29,4,SBS_ECALVTP3_ROCID,18,10,21,3,29,SBS_ECALVTP4_ROCID,1,29
660,29,5,SBS_ECALVTP3_ROCID,18,11,21,3,30,SBS_ECALVTP4_ROCID,1,30
661,29,6,SBS_ECALVTP3_ROCID,18,12,22,3,31,SBS_ECALVTP4_ROCID,1,31
662,29,7,SBS_ECALVTP3_ROCID,18,13,22,4,0,SBS_ECALVTP4_ROCID,2,0
663,29,8,SBS_ECALVTP3_ROCID,18,14,22,4,1,SBS_ECALVTP4_ROCID,2,1
664,29,9,SBS_ECALVTP3_ROCID,18,15,23,4,2,SBS_ECALVTP4_ROCID,2,2
665,29,10,SBS_ECALVTP3_ROCID,19,0,23,4,3,SBS_ECALVTP4_ROCID,2,3
666,29,11,SBS_ECALVTP3_ROCID,19,1,23,4,4,SBS_ECALVTP4_ROCID,2,4
667,29,12,SBS_ECALVTP3_ROCID,19,2,24,4,5,SBS_ECALVTP4_ROCID,2,5
668,29,13,SBS_ECALVTP3_ROCID,19,3,24,4,6,SBS_ECALVTP4_ROCID,2,6
669,29,14,SBS_ECALVTP3_ROCID,19,4,24,4,7,SBS_ECALVTP4_ROCID,2,7
670,29,15,SBS_ECALVTP3_ROCID,19,5,25,4,8,SBS_ECALVTP4_ROCID,2,8
671,29,16,SBS_ECALVTP3_ROCID,19,6,25,4,9,SBS_ECALVTP4_ROCID,2,9
672,29,17,SBS_ECALVTP3_ROCID,19,7,25,4,10,SBS_ECALVTP4_ROCID,2,10
673,29,18,SBS_ECALVTP3_ROCID,19,8,26,4,11,SBS_ECALVTP4_ROCID,2,11
674,29,19,SBS_ECALVTP3_ROCID,19,9,26,4,12,SBS_ECALVTP4_ROCID,2,12
675,29,20,SBS_ECALVTP3_ROCID,19,10,26,4,13,SBS_ECALVTP4_ROCID,2,13
676,29,21,SBS_ECALVTP3_ROCID,19,11,27,4,14,SBS_ECALVTP4_ROCID,2,14
677,29,22,SBS_ECALVTP3_ROCID,19,12,27,4,15,SBS_ECALVTP4_ROCID,2,15
678,29,23,SBS_ECALVTP3_ROCID,19,13,27,4,16,SBS_ECALVTP4_ROCID,2,16
679,29,24,SBS_ECALVTP3_ROCID,19,14,28,4,17,SBS_ECALVTP4_ROCID,2,17
680,29,25,SBS_ECALVTP3_ROCID,19,15,28,4,18,SBS_ECALVTP4_ROCID,2,18
681,29,26,SBS_ECALVTP3_ROCID,20,0,28,4,19,SBS_ECALVTP4_ROCID,2,19
682,29,27,SBS_ECALVTP3_ROCID,20,1,29,4,20,SBS_ECALVTP4_ROCID,2,20
683,29,28,SBS_ECALVTP3_ROCID,20,2,29,4,21,SBS_ECALVTP4_ROCID,2,21
684,30,2,SBS_ECALVTP4_ROCID,3,0,0,1,0,SBS_ECALVTP3_ROCID,3,0
685,30,3,SBS_ECALVTP4_ROCID,3,1,1,1,1,SBS_ECALVTP3_ROCID,3,1
686,30,4,SBS_ECALVTP4_ROCID,3,2,1,1,2,SBS_ECALVTP3_ROCID,3,2
687,30,5,SBS_ECALVTP4_ROCID,3,3,1,1,3,SBS_ECALVTP3_ROCID,3,3
688,30,6,SBS_ECALVTP4_ROCID,3,4,2,1,4,SBS_ECALVTP3_ROCID,3,4
689,30,7,SBS_ECALVTP4_ROCID,3,5,2,1,5,SBS_ECALVTP3_ROCID,3,5
690,30,8,SBS_ECALVTP4_ROCID,3,6,2,1,6,SBS_ECALVTP3_ROCID,3,6
691,30,9,SBS_ECALVTP4_ROCID,3,7,3,1,7,SBS_ECALVTP3_ROCID,3,7
692,30,10,SBS_ECALVTP4_ROCID,3,8,3,1,8,SBS_ECALVTP3_ROCID,3,8
693,30,11,SBS_ECALVTP4_ROCID,3,9,3,1,9,SBS_ECALVTP3_ROCID,3,9
694,30,12,SBS_ECALVTP4_ROCID,3,10,4,1,10,SBS_ECALVTP3_ROCID,3,10
695,30,13,SBS_ECALVTP4_ROCID,3,11,4,1,11,SBS_ECALVTP3_ROCID,3,11
696,30,14,SBS_ECALVTP4_ROCID,3,12,4,1,12,SBS_ECALVTP3_ROCID,3,12
697,30,15,SBS_ECALVTP4_ROCID,3,13,5,1,13,SBS_ECALVTP3_ROCID,3,13
698,30,16,SBS_ECALVTP4_ROCID,3,14,5,1,14,SBS_ECALVTP3_ROCID,3,14
699,30,17,SBS_ECALVTP4_ROCID,3,15,5,1,15,SBS_ECALVTP3_ROCID,3,15
700,30,18,SBS_ECALVTP4_ROCID,4,0,6,1,16,SBS_ECALVTP3_ROCID,3,16
701,30,19,SBS_ECALVTP4_ROCID,4,1,6,1,17,SBS_ECALVTP3_ROCID,3,17
702,30,20,SBS_ECALVTP4_ROCID,4,2,6,1,18,SBS_ECALVTP3_ROCID,3,18
703,30,21,SBS_ECALVTP4_ROCID,4,3,7,1,19,SBS_ECALVTP3_ROCID,3,19
704,30,22,SBS_ECALVTP4_ROCID,4,4,7,1,20,SBS_ECALVTP3_ROCID,3,20
705,30,23,SBS_ECALVTP4_ROCID,4,5,7,1,21,SBS_ECALVTP3_ROCID,3,21
706,30,24,SBS_ECALVTP4_ROCID,4,6,8,1,22,SBS_ECALVTP3_ROCID,3,22
707,30,25,SBS_ECALVTP4_ROCID,4,7,8,1,23,SBS_ECALVTP3_ROCID,3,23
708,30,26,SBS_ECALVTP4_ROCID,4,8,8,1,24,SBS_ECALVTP3_ROCID,3,24
709,30,27,SBS_ECALVTP4_ROCID,4,9,9,1,25,SBS_ECALVTP3_ROCID,3,25
710,30,28,SBS_ECALVTP4_ROCID,4,10,9,1,26,SBS_ECALVTP3_ROCID,3,26
711,31,2,SBS_ECALVTP4_ROCID,4,11,0,1,27,SBS_ECALVTP3_ROCID,3,27
712,31,3,SBS_ECALVTP4_ROCID,4,12,1,1,28,SBS_ECALVTP3_ROCID,3,28
713,31,4,SBS_ECALVTP4_ROCID,4,13,1,1,29,SBS_ECALVTP3_ROCID,3,29
714,31,5,SBS_ECALVTP4_ROCID,4,14,1,1,30,SBS_ECALVTP3_ROCID,3,30
715,31,6,SBS_ECALVTP4_ROCID,4,15,2,1,31,SBS_ECALVTP3_ROCID,3,31
716,31,7,SBS_ECALVTP4_ROCID,5,0,2,2,0,SBS_ECALVTP3_ROCID,4,0
717,31,8,SBS_ECALVTP4_ROCID,5,1,2,2,1,SBS_ECALVTP3_ROCID,4,1
718,31,9,SBS_ECALVTP4_ROCID,5,2,3,2,2,SBS_ECALVTP3_ROCID,4,2
719,31,10,SBS_ECALVTP4_ROCID,5,3,3,2,3,SBS_ECALVTP3_ROCID,4,3
720,31,11,SBS_ECALVTP4_ROCID,5,4,3,2,4,SBS_ECALVTP3_ROCID,4,4
721,31,12,SBS_ECALVTP4_ROCID,5,5,4,2,5,SBS_ECALVTP3_ROCID,4,5
722,31,13,SBS_ECALVTP4_ROCID,5,6,4,2,6,SBS_ECALVTP3_ROCID,4,6
723,31,14,SBS_ECALVTP4_ROCID,5,7,4,2,7,SBS_ECALVTP3_ROCID,4,7
724,31,15,SBS_ECALVTP4_ROCID,5,8,5,2,8,SBS_ECALVTP3_ROCID,4,8
725,31,16,SBS_ECALVTP4_ROCID,5,9,5,2,9,SBS_ECALVTP3_ROCID,4,9
726,31,17,SBS_ECALVTP4_ROCID,5,10,5,2,10,SBS_ECALVTP3_ROCID,4,10
727,31,18,SBS_ECALVTP4_ROCID,5,11,6,2,11,SBS_ECALVTP3_ROCID,4,11
728,31,19,SBS_ECALVTP4_ROCID,5,12,6,2,12,SBS_ECALVTP3_ROCID,4,12
729,31,20,SBS_ECALVTP4_ROCID,5,13,6,2,13,SBS_ECALVTP3_ROCID,4,13
730,31,21,SBS_ECALVTP4_ROCID,5,14,7,2,14,SBS_ECALVTP3_ROCID,4,14
731,31,22,SBS_ECALVTP4_ROCID,5,15,7,2,15,SBS_ECALVTP3_ROCID,4,15
732,31,23,SBS_ECALVTP4_ROCID,6,0,7,2,16,SBS_ECALVTP3_ROCID,4,16
733,31,24,SBS_ECALVTP4_ROCID,6,1,8,2,17,SBS_ECALVTP3_ROCID,4,17
734,31,25,SBS_ECALVTP4_ROCID,6,2,8,2,18,SBS_ECALVTP3_ROCID,4,18
735,31,26,SBS_ECALVTP4_ROCID,6,3,8,2,19,SBS_ECALVTP3_ROCID,4,19
736,31,27,SBS_ECALVTP4_ROCID,6,4,9,2,20,SBS_ECALVTP3_ROCID,4,20
737,31,28,SBS_ECALVTP4_ROCID,6,5,9,2,21,SBS_ECALVTP3_ROCID,4,21
738,32,2,SBS_ECALVTP4_ROCID,6,6,0,-1,-1,None,-1,-1
739,32,3,SBS_ECALVTP4_ROCID,6,7,1,-1,-1,None,-1,-1
740,32,4,SBS_ECALVTP4_ROCID,6,8,1,-1,-1,None,-1,-1
741,32,5,SBS_ECALVTP4_ROCID,6,9,1,-1,-1,None,-1,-1
742,32,6,SBS_ECALVTP4_ROCID,6,10,2,-1,-1,None,-1,-1
743,32,7,SBS_ECALVTP4_ROCID,6,11,2,-1,-1,None,-1,-1
744,32,8,SBS_ECALVTP4_ROCID,6,12,2,-1,-1,None,-1,-1
745,32,9,SBS_ECALVTP4_ROCID,6,13,3,-1,-1,None,-1,-1
746,32,10,SBS_ECALVTP4_ROCID,6,14,3,-1,-1,None,-1,-1
747,32,11,SBS_ECALVTP4_ROCID,6,15,3,-1,-1,None,-1,-1
748,32,12,SBS_ECALVTP4_ROCID,7,0,4,-1,-1,None,-1,-1
749,32,13,SBS_ECALVTP4_ROCID,7,1,4,-1,-1,None,-1,-1
750,32,14,SBS_ECALVTP4_ROCID,7,2,4,-1,-1,None,-1,-1
751,32,15,SBS_ECALVTP4_ROCID,7,3,5,-1,-1,None,-1,-1
752,32,16,SBS_ECALVTP4_ROCID,7,4,5,-1,-1,None,-1,-1
753,32,17,SBS_ECALVTP4_ROCID,7,5,5,-1,-1,None,-1,-1
754,32,18,SBS_ECALVTP4_ROCID,7,6,6,-1,-1,None,-1,-1
755,32,19,SBS_ECALVTP4_ROCID,7,7,6,-1,-1,None,-1,-1
756,32,20,SBS_ECALVTP4_ROCID,7,8,6,-1,-1,None,-1,-1
757,32,21,SBS_ECALVTP4_ROCID,7,9,7,-1,-1,None,-1,-1
758,32,22,SBS_ECALVTP4_ROCID,7,10,7,-1,-1,None,-1,-1
759,32,23,SBS_ECALVTP4_ROCID,7,11,7,-1,-1,None,-1,-1
760,32,24,SBS_ECALVTP4_ROCID,7,12,8,-1,-1,None,-1,-1
761,32,25,SBS_ECALVTP4_ROCID,7,13,8,-1,-1,None,-1,-1
762,32,26,SBS_ECALVTP4_ROCID,7,14,8,-1,-1,None,-1,-1
763,32,27,SBS_ECALVTP4_ROCID,7,15,9,-1,-1,None,-1,-1
764,32,28,SBS_ECALVTP4_ROCID,8,0,9,-1,-1,None,-1,-1
765,33,2,SBS_ECALVTP4_ROCID,8,1,10,-1,-1,None,-1,-1
766,33,3,SBS_ECALVTP4_ROCID,8,2,11,-1,-1,None,-1,-1
767,33,4,SBS_ECALVTP4_ROCID,8,3,11,-1,-1,None,-1,-1
768,33,5,SBS_ECALVTP4_ROCID,8,4,11,-1,-1,None,-1,-1
769,33,6,SBS_ECALVTP4_ROCID,8,5,12,-1,-1,None,-1,-1
770,33,7,SBS_ECALVTP4_ROCID,8,6,12,-1,-1,None,-1,-1
771,33,8,SBS_ECALVTP4_ROCID,8,7,12,-1,-1,None,-1,-1
772,33,9,SBS_ECALVTP4_ROCID,8,8,13,-1,-1,None,-1,-1
773,33,10,SBS_ECALVTP4_ROCID,8,9,13,-1,-1,None,-1,-1
774,33,11,SBS_ECALVTP4_ROCID,8,10,13,-1,-1,None,-1,-1
775,33,12,SBS_ECALVTP4_ROCID,8,11,14,-1,-1,None,-1,-1
776,33,13,SBS_ECALVTP4_ROCID,8,12,14,-1,-1,None,-1,-1
777,33,14,SBS_ECALVTP4_ROCID,8,13,14,-1,-1,None,-1,-1
778,33,15,SBS_ECALVTP4_ROCID,8,14,15,-1,-1,None,-1,-1
779,33,16,SBS_ECALVTP4_ROCID,8,15,15,-1,-1,None,-1,-1
780,33,17,SBS_ECALVTP4_ROCID,9,0,15,-1,-1,None,-1,-1
781,33,18,SBS_ECALVTP4_ROCID,9,1,16,-1,-1,None,-1,-1
782,33,19,SBS_ECALVTP4_ROCID,9,2,16,-1,-1,None,-1,-1
783,33,20,SBS_ECALVTP4_ROCID,9,3,16,-1,-1,None,-1,-1
784,33,21,SBS_ECALVTP4_ROCID,9,4,17,-1,-1,None,-1,-1
785,33,22,SBS_ECALVTP4_ROCID,9,5,17,-1,-1,None,-1,-1
786,33,23,SBS_ECALVTP4_ROCID,9,6,17,-1,-1,None,-1,-1
787,33,24,SBS_ECALVTP4_ROCID,9,7,18,-1,-1,None,-1,-1
788,33,25,SBS_ECALVTP4_ROCID,9,8,18,-1,-1,None,-1,-1
789,33,26,SBS_ECALVTP4_ROCID,9,9,18,-1,-1,None,-1,-1
790,33,27,SBS_ECALVTP4_ROCID,9,10,19,-1,-1,None,-1,-1
791,33,28,SBS_ECALVTP4_ROCID,9,11,19,-1,-1,None,-1,-1
792,34,2,SBS_ECALVTP4_ROCID,9,12,10,-1,-1,None,-1,-1
793,34,3,SBS_ECALVTP4_ROCID,9,13,11,-1,-1,None,-1,-1
794,34,4,SBS_ECALVTP4_ROCID,9,14,11,-1,-1,None,-1,-1
795,34,5,SBS_ECALVTP4_ROCID,9,15,11,-1,-1,None,-1,-1
796,34,6,SBS_ECALVTP4_ROCID,10,0,12,-1,-1,None,-1,-1
797,34,7,SBS_ECALVTP4_ROCID,10,1,12,-1,-1,None,-1,-1
798,34,8,SBS_ECALVTP4_ROCID,10,2,12,-1,-1,None,-1,-1
799,34,9,SBS_ECALVTP4_ROCID,10,3,13,-1,-1,None,-1,-1
800,34,10,SBS_ECALVTP4_ROCID,10,4,13,-1,-1,None,-1,-1
801,34,11,SBS_ECALVTP4_ROCID,10,5,13,-1,-1,None,-1,-1
802,34,12,SBS_ECALVTP4_ROCID,10,6,14,-1,-1,None,-1,-1
803,34,13,SBS_ECALVTP4_ROCID,10,7,14,-1,-1,None,-1,-1
804,34,14,SBS_ECALVTP4_ROCID,10,8,14,-1,-1,None,-1,-1
805,34,15,SBS_ECALVTP4_ROCID,10,9,15,-1,-1,None,-1,-1
806,34,16,SBS_ECALVTP4_ROCID,10,10,15,-1,-1,None,-1,-1
807,34,17,SBS_ECALVTP4_ROCID,10,11,15,-1,-1,None,-1,-1
808,34,18,SBS_ECALVTP4_ROCID,10,12,16,-1,-1,None,-1,-1
809,34,19,SBS_ECALVTP4_ROCID,10,13,16,-1,-1,None,-1,-1
810,34,20,SBS_ECALVTP4_ROCID,10,14,16,-1,-1,None,-1,-1
811,34,21,SBS_ECALVTP4_ROCID,10,15,17,-1,-1,None,-1,-1
812,34,22,SBS_ECALVTP4_ROCID,13,0,17,-1,-1,None,-1,-1
813,34,23,SBS_ECALVTP4_ROCID,13,1,17,-1,-1,None,-1,-1
814,34,24,SBS_ECALVTP4_ROCID,13,2,18,-1,-1,None,-1,-1
815,34,25,SBS_ECALVTP4_ROCID,13,3,18,-1,-1,None,-1,-1
816,34,26,SBS_ECALVTP4_ROCID,13,4,18,-1,-1,None,-1,-1
817,34,27,SBS_ECALVTP4_ROCID,13,5,19,-1,-1,None,-1,-1
818,34,28,SBS_ECALVTP4_ROCID,13,6,19,-1,-1,None,-1,-1
819,35,2,SBS_ECALVTP4_ROCID,13,7,10,-1,-1,None,-1,-1
820,35,3,SBS_ECALVTP4_ROCID,13,8,11,-1,-1,None,-1,-1
821,35,4,SBS_ECALVTP4_ROCID,13,9,11,-1,-1,None,-1,-1
822,35,5,SBS_ECALVTP4_ROCID,13,10,11,-1,-1,None,-1,-1
823,35,6,SBS_ECALVTP4_ROCID,13,11,12,-1,-1,None,-1,-1
824,35,7,SBS_ECALVTP4_ROCID,13,12,12,-1,-1,None,-1,-1
825,35,8,SBS_ECALVTP4_ROCID,13,13,12,-1,-1,None,-1,-1
826,35,9,SBS_ECALVTP4_ROCID,13,14,13,-1,-1,None,-1,-1
827,35,10,SBS_ECALVTP4_ROCID,13,15,13,-1,-1,None,-1,-1
828,35,11,SBS_ECALVTP4_ROCID,14,0,13,-1,-1,None,-1,-1
829,35,12,SBS_ECALVTP4_ROCID,14,1,14,-1,-1,None,-1,-1
830,35,13,SBS_ECALVTP4_ROCID,14,2,14,-1,-1,None,-1,-1
831,35,14,SBS_ECALVTP4_ROCID,14,3,14,-1,-1,None,-1,-1
832,35,15,SBS_ECALVTP4_ROCID,14,4,15,-1,-1,None,-1,-1
833,35,16,SBS_ECALVTP4_ROCID,14,5,15,-1,-1,None,-1,-1
834,35,17,SBS_ECALVTP4_ROCID,14,6,15,-1,-1,None,-1,-1
835,35,18,SBS_ECALVTP4_ROCID,14,7,16,-1,-1,None,-1,-1
836,35,19,SBS_ECALVTP4_ROCID,14,8,16,-1,-1,None,-1,-1
837,35,20,SBS_ECALVTP4_ROCID,14,9,16,-1,-1,None,-1,-1
838,35,21,SBS_ECALVTP4_ROCID,14,10,17,-1,-1,None,-1,-1
839,35,22,SBS_ECALVTP4_ROCID,14,11,17,-1,-1,None,-1,-1
840,35,23,SBS_ECALVTP4_ROCID,14,12,17,-1,-1,None,-1,-1
841,35,24,SBS_ECALVTP4_ROCID,14,13,18,-1,-1,None,-1,-1
842,35,25,SBS_ECALVTP4_ROCID,14,14,18,-1,-1,None,-1,-1
843,35,26,SBS_ECALVTP4_ROCID,14,15,18,-1,-1,None,-1,-1
844,35,27,SBS_ECALVTP4_ROCID,15,0,19,-1,-1,None,-1,-1
845,35,28,SBS_ECALVTP4_ROCID,15,1,19,-1,-1,None,-1,-1
846,36,2,SBS_ECALVTP4_ROCID,15,2,20,-1,-1,None,-1,-1
847,36,3,SBS_ECALVTP4_ROCID,15,3,21,-1,-1,None,-1,-1
848,36,4,SBS_ECALVTP4_ROCID,15,4,21,-1,-1,None,-1,-1
849,36,5,SBS_ECALVTP4_ROCID,15,5,21,-1,-1,None,-1,-1
850,36,6,SBS_ECALVTP4_ROCID,15,6,22,-1,-1,None,-1,-1
851,36,7,SBS_ECALVTP4_ROCID,15,7,22,-1,-1,None,-1,-1
852,36,8,SBS_ECALVTP4_ROCID,15,8,22,-1,-1,None,-1,-1
853,36,9,SBS_ECALVTP4_ROCID,15,9,23,-1,-1,None,-1,-1
854,36,10,SBS_ECALVTP4_ROCID,15,10,23,-1,-1,None,-1,-1
855,36,11,SBS_ECALVTP4_ROCID,15,11,23,-1,-1,None,-1,-1
856,36,12,SBS_ECALVTP4_ROCID,15,12,24,-1,-1,None,-1,-1
857,36,13,SBS_ECALVTP4_ROCID,15,13,24,-1,-1,None,-1,-1
858,36,14,SBS_ECALVTP4_ROCID,15,14,24,-1,-1,None,-1,-1
859,36,15,SBS_ECALVTP4_ROCID,15,15,25,-1,-1,None,-1,-1
860,36,16,SBS_ECALVTP4_ROCID,16,0,25,-1,-1,None,-1,-1
861,36,17,SBS_ECALVTP4_ROCID,16,1,25,-1,-1,None,-1,-1
862,36,18,SBS_ECALVTP4_ROCID,16,2,26,-1,-1,None,-1,-1
863,36,19,SBS_ECALVTP4_ROCID,16,3,26,-1,-1,None,-1,-1
864,36,20,SBS_ECALVTP4_ROCID,16,4,26,-1,-1,None,-1,-1
865,36,21,SBS_ECALVTP4_ROCID,16,5,27,-1,-1,None,-1,-1
866,36,22,SBS_ECALVTP4_ROCID,16,6,27,-1,-1,None,-1,-1
867,36,23,SBS_ECALVTP4_ROCID,16,7,27,-1,-1,None,-1,-1
868,36,24,SBS_ECALVTP4_ROCID,16,8,28,-1,-1,None,-1,-1
869,36,25,SBS_ECALVTP4_ROCID,16,9,28,-1,-1,None,-1,-1
870,36,26,SBS_ECALVTP4_ROCID,16,10,28,-1,-1,None,-1,-1
871,36,27,SBS_ECALVTP4_ROCID,16,11,29,-1,-1,None,-1,-1
872,36,28,SBS_ECALVTP4_ROCID,16,12,29,-1,-1,None,-1,-1
873,37,2,SBS_ECALVTP4_ROCID,16,13,20,3,0,SBS_ECALVTP5_ROCID,1,0
874,37,3,SBS_ECALVTP4_ROCID,16,14,21,3,1,SBS_ECALVTP5_ROCID,1,1
875,37,4,SBS_ECALVTP4_ROCID,16,15,21,3,2,SBS_ECALVTP5_ROCID,1,2
876,37,5,SBS_ECALVTP4_ROCID,17,0,21,3,3,SBS_ECALVTP5_ROCID,1,3
877,37,6,SBS_ECALVTP4_ROCID,17,1,22,3,4,SBS_ECALVTP5_ROCID,1,4
878,37,7,SBS_ECALVTP4_ROCID,17,2,22,3,5,SBS_ECALVTP5_ROCID,1,5
879,37,8,SBS_ECALVTP4_ROCID,17,3,22,3,6,SBS_ECALVTP5_ROCID,1,6
880,37,9,SBS_ECALVTP4_ROCID,17,4,23,3,7,SBS_ECALVTP5_ROCID,1,7
881,37,10,SBS_ECALVTP4_ROCID,17,5,23,3,8,SBS_ECALVTP5_ROCID,1,8
882,37,11,SBS_ECALVTP4_ROCID,17,6,23,3,9,SBS_ECALVTP5_ROCID,1,9
883,37,12,SBS_ECALVTP4_ROCID,17,7,24,3,10,SBS_ECALVTP5_ROCID,1,10
