,row,col,cluster_cell_list
21,21,23,"(462, 407, 408, 409, 434, 435, 436, 461, 463, 488, 489, 490, 515, 516, 517)"
22,21,24,"(463, 408, 409, 410, 435, 436, 437, 462, 464, 489, 490, 491, 516, 517, 518)"
23,21,25,"(464, 409, 410, 411, 436, 437, 438, 463, 465, 490, 491, 492, 517, 518, 519)"
24,21,26,"(465, 410, 411, 412, 437, 438, 439, 464, 466, 491, 492, 493, 518, 519, 520)"
25,21,27,"(466, 411, 412, 413, 438, 439, 440, 465, 467, 492, 493, 494, 519, 520, 521)"
26,21,28,"(467, 412, 413, -1, 439, 440, -1, 466, -1, 493, 494, -1, 520, 521, -1)"
27,22,2,"(468, -1, 414, 415, -1, 441, 442, -1, 469, -1, 495, 496, -1, 522, 523)"
28,22,3,"(469, 414, 415, 416, 441, 442, 443, 468, 470, 495, 496, 497, 522, 523, 524)"
29,22,4,"(470, 415, 416, 417, 442, 443, 444, 469, 471, 496, 497, 498, 523, 524, 525)"
30,22,5,"(471, 416, 417, 418, 443, 444, 445, 470, 472, 497, 498, 499, 524, 525, 526)"
31,22,6,"(472, 417, 418, 419, 444, 445, 446, 471, 473, 498, 499, 500, 525, 526, 527)"
32,22,7,"(473, 418, 419, 420, 445, 446, 447, 472, 474, 499, 500, 501, 526, 527, 528)"
33,22,8,"(474, 419, 420, 421, 446, 447, 448, 473, 475, 500, 501, 502, 527, 528, 529)"
34,22,9,"(475, 420, 421, 422, 447, 448, 449, 474, 476, 501, 502, 503, 528, 529, 530)"
35,22,10,"(476, 421, 422, 423, 448, 449, 450, 475, 477, 502, 503, 504, 529, 530, 531)"
36,22,11,"(477, 422, 423, 424, 449, 450, 451, 476, 478, 503, 504, 505, 530, 531, 532)"
37,22,12,"(478, 423, 424, 425, 450, 451, 452, 477, 479, 504, 505, 506, 531, 532, 533)"
38,22,13,"(479, 424, 425, 426, 451, 452, 453, 478, 480, 505, 506, 507, 532, 533, 534)"
39,22,14,"(480, 425, 426, 427, 452, 453, 454, 479, 481, 506, 507, 508, 533, 534, 535)"
40,22,15,"(481, 426, 427, 428, 453, 454, 455, 480, 482, 507, 508, 509, 534, 535, 536)"
41,22,16,"(482, 427, 428, 429, 454, 455, 456, 481, 483, 508, 509, 510, 535, 536, 537)"
42,22,17,"(483, 428, 429, 430, 455, 456, 457, 482, 484, 509, 510, 511, 536, 537, 538)"
43,22,18,"(484, 429, 430, 431, 456, 457, 458, 483, 485, 510, 511, 512, 537, 538, 539)"
44,22,19,"(485, 430, 431, 432, 457, 458, 459, 484, 486, 511, 512, 513, 538, 539, 540)"
45,22,20,"(486, 431, 432, 433, 458, 459, 460, 485, 487, 512, 513, 514, 539, 540, 541)"
46,22,21,"(487, 432, 433, 434, 459, 460, 461, 486, 488, 513, 514, 515, 540, 541, 542)"
47,22,22,"(488, 433, 434, 435, 460, 461, 462, 487, 489, 514, 515, 516, 541, 542, 543)"
48,22,23,"(489, 434, 435, 436, 461, 462, 463, 488, 490, 515, 516, 517, 542, 543, 544)"
49,22,24,"(490, 435, 436, 437, 462, 463, 464, 489, 491, 516, 517, 518, 543, 544, 545)"
50,22,25,"(491, 436, 437, 438, 463, 464, 465, 490, 492, 517, 518, 519, 544, 545, 546)"
51,22,26,"(492, 437, 438, 439, 464, 465, 466, 491, 493, 518, 519, 520, 545, 546, 547)"
52,22,27,"(493, 438, 439, 440, 465, 466, 467, 492, 494, 519, 520, 521, 546, 547, 548)"
53,22,28,"(494, 439, 440, -1, 466, 467, -1, 493, -1, 520, 521, -1, 547, 548, -1)"
54,23,2,"(495, -1, 441, 442, -1, 468, 469, -1, 496, -1, 522, 523, -1, 549, 550)"
55,23,3,"(496, 441, 442, 443, 468, 469, 470, 495, 497, 522, 523, 524, 549, 550, 551)"
56,23,4,"(497, 442, 443, 444, 469, 470, 471, 496, 498, 523, 524, 525, 550, 551, 552)"
57,23,5,"(498, 443, 444, 445, 470, 471, 472, 497, 499, 524, 525, 526, 551, 552, 553)"
58,23,6,"(499, 444, 445, 446, 471, 472, 473, 498, 500, 525, 526, 527, 552, 553, 554)"
59,23,7,"(500, 445, 446, 447, 472, 473, 474, 499, 501, 526, 527, 528, 553, 554, 555)"
60,23,8,"(501, 446, 447, 448, 473, 474, 475, 500, 502, 527, 528, 529, 554, 555, 556)"
61,23,9,"(502, 447, 448, 449, 474, 475, 476, 501, 503, 528, 529, 530, 555, 556, 557)"
62,23,10,"(503, 448, 449, 450, 475, 476, 477, 502, 504, 529, 530, 531, 556, 557, 558)"
63,23,11,"(504, 449, 450, 451, 476, 477, 478, 503, 505, 530, 531, 532, 557, 558, 559)"
64,23,12,"(505, 450, 451, 452, 477, 478, 479, 504, 506, 531, 532, 533, 558, 559, 560)"
65,23,13,"(506, 451, 452, 453, 478, 479, 480, 505, 507, 532, 533, 534, 559, 560, 561)"
66,23,14,"(507, 452, 453, 454, 479, 480, 481, 506, 508, 533, 534, 535, 560, 561, 562)"
67,23,15,"(508, 453, 454, 455, 480, 481, 482, 507, 509, 534, 535, 536, 561, 562, 563)"
68,23,16,"(509, 454, 455, 456, 481, 482, 483, 508, 510, 535, 536, 537, 562, 563, 564)"
69,23,17,"(510, 455, 456, 457, 482, 483, 484, 509, 511, 536, 537, 538, 563, 564, 565)"
70,23,18,"(511, 456, 457, 458, 483, 484, 485, 510, 512, 537, 538, 539, 564, 565, 566)"
71,23,19,"(512, 457, 458, 459, 484, 485, 486, 511, 513, 538, 539, 540, 565, 566, 567)"
72,23,20,"(513, 458, 459, 460, 485, 486, 487, 512, 514, 539, 540, 541, 566, 567, 568)"
73,23,21,"(514, 459, 460, 461, 486, 487, 488, 513, 515, 540, 541, 542, 567, 568, 569)"
74,23,22,"(515, 460, 461, 462, 487, 488, 489, 514, 516, 541, 542, 543, 568, 569, 570)"
75,23,23,"(516, 461, 462, 463, 488, 489, 490, 515, 517, 542, 543, 544, 569, 570, 571)"
76,23,24,"(517, 462, 463, 464, 489, 490, 491, 516, 518, 543, 544, 545, 570, 571, 572)"
77,23,25,"(518, 463, 464, 465, 490, 491, 492, 517, 519, 544, 545, 546, 571, 572, 573)"
78,23,26,"(519, 464, 465, 466, 491, 492, 493, 518, 520, 545, 546, 547, 572, 573, 574)"
79,23,27,"(520, 465, 466, 467, 492, 493, 494, 519, 521, 546, 547, 548, 573, 574, 575)"
80,23,28,"(521, 466, 467, -1, 493, 494, -1, 520, -1, 547, 548, -1, 574, 575, -1)"
81,24,2,"(522, -1, 468, 469, -1, 495, 496, -1, 523, -1, 549, 550, -1, 576, 577)"
82,24,3,"(523, 468, 469, 470, 495, 496, 497, 522, 524, 549, 550, 551, 576, 577, 578)"
83,24,4,"(524, 469, 470, 471, 496, 497, 498, 523, 525, 550, 551, 552, 577, 578, 579)"
84,24,5,"(525, 470, 471, 472, 497, 498, 499, 524, 526, 551, 552, 553, 578, 579, 580)"
85,24,6,"(526, 471, 472, 473, 498, 499, 500, 525, 527, 552, 553, 554, 579, 580, 581)"
86,24,7,"(527, 472, 473, 474, 499, 500, 501, 526, 528, 553, 554, 555, 580, 581, 582)"
87,24,8,"(528, 473, 474, 475, 500, 501, 502, 527, 529, 554, 555, 556, 581, 582, 583)"
88,24,9,"(529, 474, 475, 476, 501, 502, 503, 528, 530, 555, 556, 557, 582, 583, 584)"
89,24,10,"(530, 475, 476, 477, 502, 503, 504, 529, 531, 556, 557, 558, 583, 584, 585)"
90,24,11,"(531, 476, 477, 478, 503, 504, 505, 530, 532, 557, 558, 559, 584, 585, 586)"
91,24,12,"(532, 477, 478, 479, 504, 505, 506, 531, 533, 558, 559, 560, 585, 586, 587)"
92,24,13,"(533, 478, 479, 480, 505, 506, 507, 532, 534, 559, 560, 561, 586, 587, 588)"
93,24,14,"(534, 479, 480, 481, 506, 507, 508, 533, 535, 560, 561, 562, 587, 588, 589)"
94,24,15,"(535, 480, 481, 482, 507, 508, 509, 534, 536, 561, 562, 563, 588, 589, 590)"
95,24,16,"(536, 481, 482, 483, 508, 509, 510, 535, 537, 562, 563, 564, 589, 590, 591)"
96,24,17,"(537, 482, 483, 484, 509, 510, 511, 536, 538, 563, 564, 565, 590, 591, 592)"
97,24,18,"(538, 483, 484, 485, 510, 511, 512, 537, 539, 564, 565, 566, 591, 592, 593)"
98,24,19,"(539, 484, 485, 486, 511, 512, 513, 538, 540, 565, 566, 567, 592, 593, 594)"
99,24,20,"(540, 485, 486, 487, 512, 513, 514, 539, 541, 566, 567, 568, 593, 594, 595)"
100,24,21,"(541, 486, 487, 488, 513, 514, 515, 540, 542, 567, 568, 569, 594, 595, 596)"
101,24,22,"(542, 487, 488, 489, 514, 515, 516, 541, 543, 568, 569, 570, 595, 596, 597)"
102,24,23,"(543, 488, 489, 490, 515, 516, 517, 542, 544, 569, 570, 571, 596, 597, 598)"
103,24,24,"(544, 489, 490, 491, 516, 517, 518, 543, 545, 570, 571, 572, 597, 598, 599)"
104,24,25,"(545, 490, 491, 492, 517, 518, 519, 544, 546, 571, 572, 573, 598, 599, 600)"
105,24,26,"(546, 491, 492, 493, 518, 519, 520, 545, 547, 572, 573, 574, 599, 600, 601)"
106,24,27,"(547, 492, 493, 494, 519, 520, 521, 546, 548, 573, 574, 575, 600, 601, 602)"
107,24,28,"(548, 493, 494, -1, 520, 521, -1, 547, -1, 574, 575, -1, 601, 602, -1)"
108,25,2,"(549, -1, 495, 496, -1, 522, 523, -1, 550, -1, 576, 577, -1, 603, 604)"
109,25,3,"(550, 495, 496, 497, 522, 523, 524, 549, 551, 576, 577, 578, 603, 604, 605)"
110,25,4,"(551, 496, 497, 498, 523, 524, 525, 550, 552, 577, 578, 579, 604, 605, 606)"
111,25,5,"(552, 497, 498, 499, 524, 525, 526, 551, 553, 578, 579, 580, 605, 606, 607)"
112,25,6,"(553, 498, 499, 500, 525, 526, 527, 552, 554, 579, 580, 581, 606, 607, 608)"
113,25,7,"(554, 499, 500, 501, 526, 527, 528, 553, 555, 580, 581, 582, 607, 608, 609)"
114,25,8,"(555, 500, 501, 502, 527, 528, 529, 554, 556, 581, 582, 583, 608, 609, 610)"
115,25,9,"(556, 501, 502, 503, 528, 529, 530, 555, 557, 582, 583, 584, 609, 610, 611)"
116,25,10,"(557, 502, 503, 504, 529, 530, 531, 556, 558, 583, 584, 585, 610, 611, 612)"
117,25,11,"(558, 503, 504, 505, 530, 531, 532, 557, 559, 584, 585, 586, 611, 612, 613)"
118,25,12,"(559, 504, 505, 506, 531, 532, 533, 558, 560, 585, 586, 587, 612, 613, 614)"
119,25,13,"(560, 505, 506, 507, 532, 533, 534, 559, 561, 586, 587, 588, 613, 614, 615)"
120,25,14,"(561, 506, 507, 508, 533, 534, 535, 560, 562, 587, 588, 589, 614, 615, 616)"
121,25,15,"(562, 507, 508, 509, 534, 535, 536, 561, 563, 588, 589, 590, 615, 616, 617)"
122,25,16,"(563, 508, 509, 510, 535, 536, 537, 562, 564, 589, 590, 591, 616, 617, 618)"
123,25,17,"(564, 509, 510, 511, 536, 537, 538, 563, 565, 590, 591, 592, 617, 618, 619)"
124,25,18,"(565, 510, 511, 512, 537, 538, 539, 564, 566, 591, 592, 593, 618, 619, 620)"
125,25,19,"(566, 511, 512, 513, 538, 539, 540, 565, 567, 592, 593, 594, 619, 620, 621)"
126,25,20,"(567, 512, 513, 514, 539, 540, 541, 566, 568, 593, 594, 595, 620, 621, 622)"
127,25,21,"(568, 513, 514, 515, 540, 541, 542, 567, 569, 594, 595, 596, 621, 622, 623)"
128,25,22,"(569, 514, 515, 516, 541, 542, 543, 568, 570, 595, 596, 597, 622, 623, 624)"
129,25,23,"(570, 515, 516, 517, 542, 543, 544, 569, 571, 596, 597, 598, 623, 624, 625)"
130,25,24,"(571, 516, 517, 518, 543, 544, 545, 570, 572, 597, 598, 599, 624, 625, 626)"
131,25,25,"(572, 517, 518, 519, 544, 545, 546, 571, 573, 598, 599, 600, 625, 626, 627)"
132,25,26,"(573, 518, 519, 520, 545, 546, 547, 572, 574, 599, 600, 601, 626, 627, 628)"
133,25,27,"(574, 519, 520, 521, 546, 547, 548, 573, 575, 600, 601, 602, 627, 628, 629)"
134,25,28,"(575, 520, 521, -1, 547, 548, -1, 574, -1, 601, 602, -1, 628, 629, -1)"
135,26,2,"(576, -1, 522, 523, -1, 549, 550, -1, 577, -1, 603, 604, -1, 630, 631)"
136,26,3,"(577, 522, 523, 524, 549, 550, 551, 576, 578, 603, 604, 605, 630, 631, 632)"
137,26,4,"(578, 523, 524, 525, 550, 551, 552, 577, 579, 604, 605, 606, 631, 632, 633)"
138,26,5,"(579, 524, 525, 526, 551, 552, 553, 578, 580, 605, 606, 607, 632, 633, 634)"
139,26,6,"(580, 525, 526, 527, 552, 553, 554, 579, 581, 606, 607, 608, 633, 634, 635)"
140,26,7,"(581, 526, 527, 528, 553, 554, 555, 580, 582, 607, 608, 609, 634, 635, 636)"
141,26,8,"(582, 527, 528, 529, 554, 555, 556, 581, 583, 608, 609, 610, 635, 636, 637)"
142,26,9,"(583, 528, 529, 530, 555, 556, 557, 582, 584, 609, 610, 611, 636, 637, 638)"
143,26,10,"(584, 529, 530, 531, 556, 557, 558, 583, 585, 610, 611, 612, 637, 638, 639)"
144,26,11,"(585, 530, 531, 532, 557, 558, 559, 584, 586, 611, 612, 613, 638, 639, 640)"
145,26,12,"(586, 531, 532, 533, 558, 559, 560, 585, 587, 612, 613, 614, 639, 640, 641)"
146,26,13,"(587, 532, 533, 534, 559, 560, 561, 586, 588, 613, 614, 615, 640, 641, 642)"
147,26,14,"(588, 533, 534, 535, 560, 561, 562, 587, 589, 614, 615, 616, 641, 642, 643)"
148,26,15,"(589, 534, 535, 536, 561, 562, 563, 588, 590, 615, 616, 617, 642, 643, 644)"
149,26,16,"(590, 535, 536, 537, 562, 563, 564, 589, 591, 616, 617, 618, 643, 644, 645)"
150,26,17,"(591, 536, 537, 538, 563, 564, 565, 590, 592, 617, 618, 619, 644, 645, 646)"
151,26,18,"(592, 537, 538, 539, 564, 565, 566, 591, 593, 618, 619, 620, 645, 646, 647)"
152,26,19,"(593, 538, 539, 540, 565, 566, 567, 592, 594, 619, 620, 621, 646, 647, 648)"
153,26,20,"(594, 539, 540, 541, 566, 567, 568, 593, 595, 620, 621, 622, 647, 648, 649)"
154,26,21,"(595, 540, 541, 542, 567, 568, 569, 594, 596, 621, 622, 623, 648, 649, 650)"
155,26,22,"(596, 541, 542, 543, 568, 569, 570, 595, 597, 622, 623, 624, 649, 650, 651)"
156,26,23,"(597, 542, 543, 544, 569, 570, 571, 596, 598, 623, 624, 625, 650, 651, 652)"
157,26,24,"(598, 543, 544, 545, 570, 571, 572, 597, 599, 624, 625, 626, 651, 652, 653)"
158,26,25,"(599, 544, 545, 546, 571, 572, 573, 598, 600, 625, 626, 627, 652, 653, 654)"
159,26,26,"(600, 545, 546, 547, 572, 573, 574, 599, 601, 626, 627, 628, 653, 654, 655)"
160,26,27,"(601, 546, 547, 548, 573, 574, 575, 600, 602, 627, 628, 629, 654, 655, 656)"
161,26,28,"(602, 547, 548, -1, 574, 575, -1, 601, -1, 628, 629, -1, 655, 656, -1)"
162,27,2,"(603, -1, 549, 550, -1, 576, 577, -1, 604, -1, 630, 631, -1, 657, 658)"
163,27,3,"(604, 549, 550, 551, 576, 577, 578, 603, 605, 630, 631, 632, 657, 658, 659)"
164,27,4,"(605, 550, 551, 552, 577, 578, 579, 604, 606, 631, 632, 633, 658, 659, 660)"
165,27,5,"(606, 551, 552, 553, 578, 579, 580, 605, 607, 632, 633, 634, 659, 660, 661)"
166,27,6,"(607, 552, 553, 554, 579, 580, 581, 606, 608, 633, 634, 635, 660, 661, 662)"
167,27,7,"(608, 553, 554, 555, 580, 581, 582, 607, 609, 634, 635, 636, 661, 662, 663)"
168,27,8,"(609, 554, 555, 556, 581, 582, 583, 608, 610, 635, 636, 637, 662, 663, 664)"
169,27,9,"(610, 555, 556, 557, 582, 583, 584, 609, 611, 636, 637, 638, 663, 664, 665)"
170,27,10,"(611, 556, 557, 558, 583, 584, 585, 610, 612, 637, 638, 639, 664, 665, 666)"
171,27,11,"(612, 557, 558, 559, 584, 585, 586, 611, 613, 638, 639, 640, 665, 666, 667)"
172,27,12,"(613, 558, 559, 560, 585, 586, 587, 612, 614, 639, 640, 641, 666, 667, 668)"
173,27,13,"(614, 559, 560, 561, 586, 587, 588, 613, 615, 640, 641, 642, 667, 668, 669)"
174,27,14,"(615, 560, 561, 562, 587, 588, 589, 614, 616, 641, 642, 643, 668, 669, 670)"
175,27,15,"(616, 561, 562, 563, 588, 589, 590, 615, 617, 642, 643, 644, 669, 670, 671)"
176,27,16,"(617, 562, 563, 564, 589, 590, 591, 616, 618, 643, 644, 645, 670, 671, 672)"
177,27,17,"(618, 563, 564, 565, 590, 591, 592, 617, 619, 644, 645, 646, 671, 672, 673)"
178,27,18,"(619, 564, 565, 566, 591, 592, 593, 618, 620, 645, 646, 647, 672, 673, 674)"
179,27,19,"(620, 565, 566, 567, 592, 593, 594, 619, 621, 646, 647, 648, 673, 674, 675)"
180,27,20,"(621, 566, 567, 568, 593, 594, 595, 620, 622, 647, 648, 649, 674, 675, 676)"
181,27,21,"(622, 567, 568, 569, 594, 595, 596, 621, 623, 648, 649, 650, 675, 676, 677)"
182,27,22,"(623, 568, 569, 570, 595, 596, 597, 622, 624, 649, 650, 651, 676, 677, 678)"
183,27,23,"(624, 569, 570, 571, 596, 597, 598, 623, 625, 650, 651, 652, 677, 678, 679)"
184,27,24,"(625, 570, 571, 572, 597, 598, 599, 624, 626, 651, 652, 653, 678, 679, 680)"
185,27,25,"(626, 571, 572, 573, 598, 599, 600, 625, 627, 652, 653, 654, 679, 680, 681)"
186,27,26,"(627, 572, 573, 574, 599, 600, 601, 626, 628, 653, 654, 655, 680, 681, 682)"
187,27,27,"(628, 573, 574, 575, 600, 601, 602, 627, 629, 654, 655, 656, 681, 682, 683)"
188,27,28,"(629, 574, 575, -1, 601, 602, -1, 628, -1, 655, 656, -1, 682, 683, -1)"
189,28,2,"(630, -1, 576, 577, -1, 603, 604, -1, 631, -1, 657, 658, -1, 684, 685)"
190,28,3,"(631, 576, 577, 578, 603, 604, 605, 630, 632, 657, 658, 659, 684, 685, 686)"
191,28,4,"(632, 577, 578, 579, 604, 605, 606, 631, 633, 658, 659, 660, 685, 686, 687)"
192,28,5,"(633, 578, 579, 580, 605, 606, 607, 632, 634, 659, 660, 661, 686, 687, 688)"
193,28,6,"(634, 579, 580, 581, 606, 607, 608, 633, 635, 660, 661, 662, 687, 688, 689)"
194,28,7,"(635, 580, 581, 582, 607, 608, 609, 634, 636, 661, 662, 663, 688, 689, 690)"
195,28,8,"(636, 581, 582, 583, 608, 609, 610, 635, 637, 662, 663, 664, 689, 690, 691)"
196,28,9,"(637, 582, 583, 584, 609, 610, 611, 636, 638, 663, 664, 665, 690, 691, 692)"
197,28,10,"(638, 583, 584, 585, 610, 611, 612, 637, 639, 664, 665, 666, 691, 692, 693)"
198,28,11,"(639, 584, 585, 586, 611, 612, 613, 638, 640, 665, 666, 667, 692, 693, 694)"
199,28,12,"(640, 585, 586, 587, 612, 613, 614, 639, 641, 666, 667, 668, 693, 694, 695)"
200,28,13,"(641, 586, 587, 588, 613, 614, 615, 640, 642, 667, 668, 669, 694, 695, 696)"
201,28,14,"(642, 587, 588, 589, 614, 615, 616, 641, 643, 668, 669, 670, 695, 696, 697)"
202,28,15,"(643, 588, 589, 590, 615, 616, 617, 642, 644, 669, 670, 671, 696, 697, 698)"
203,28,16,"(644, 589, 590, 591, 616, 617, 618, 643, 645, 670, 671, 672, 697, 698, 699)"
204,28,17,"(645, 590, 591, 592, 617, 618, 619, 644, 646, 671, 672, 673, 698, 699, 700)"
205,28,18,"(646, 591, 592, 593, 618, 619, 620, 645, 647, 672, 673, 674, 699, 700, 701)"
206,28,19,"(647, 592, 593, 594, 619, 620, 621, 646, 648, 673, 674, 675, 700, 701, 702)"
207,28,20,"(648, 593, 594, 595, 620, 621, 622, 647, 649, 674, 675, 676, 701, 702, 703)"
208,28,21,"(649, 594, 595, 596, 621, 622, 623, 648, 650, 675, 676, 677, 702, 703, 704)"
209,28,22,"(650, 595, 596, 597, 622, 623, 624, 649, 651, 676, 677, 678, 703, 704, 705)"
210,28,23,"(651, 596, 597, 598, 623, 624, 625, 650, 652, 677, 678, 679, 704, 705, 706)"
211,28,24,"(652, 597, 598, 599, 624, 625, 626, 651, 653, 678, 679, 680, 705, 706, 707)"
212,28,25,"(653, 598, 599, 600, 625, 626, 627, 652, 654, 679, 680, 681, 706, 707, 708)"
213,28,26,"(654, 599, 600, 601, 626, 627, 628, 653, 655, 680, 681, 682, 707, 708, 709)"
214,28,27,"(655, 600, 601, 602, 627, 628, 629, 654, 656, 681, 682, 683, 708, 709, 710)"
215,28,28,"(656, 601, 602, -1, 628, 629, -1, 655, -1, 682, 683, -1, 709, 710, -1)"
216,29,2,"(657, -1, 603, 604, -1, 630, 631, -1, 658, -1, 684, 685, -1, 711, 712)"
217,29,3,"(658, 603, 604, 605, 630, 631, 632, 657, 659, 684, 685, 686, 711, 712, 713)"
218,29,4,"(659, 604, 605, 606, 631, 632, 633, 658, 660, 685, 686, 687, 712, 713, 714)"
219,29,5,"(660, 605, 606, 607, 632, 633, 634, 659, 661, 686, 687, 688, 713, 714, 715)"
220,29,6,"(661, 606, 607, 608, 633, 634, 635, 660, 662, 687, 688, 689, 714, 715, 716)"
221,29,7,"(662, 607, 608, 609, 634, 635, 636, 661, 663, 688, 689, 690, 715, 716, 717)"
222,29,8,"(663, 608, 609, 610, 635, 636, 637, 662, 664, 689, 690, 691, 716, 717, 718)"
223,29,9,"(664, 609, 610, 611, 636, 637, 638, 663, 665, 690, 691, 692, 717, 718, 719)"
224,29,10,"(665, 610, 611, 612, 637, 638, 639, 664, 666, 691, 692, 693, 718, 719, 720)"
225,29,11,"(666, 611, 612, 613, 638, 639, 640, 665, 667, 692, 693, 694, 719, 720, 721)"
226,29,12,"(667, 612, 613, 614, 639, 640, 641, 666, 668, 693, 694, 695, 720, 721, 722)"
227,29,13,"(668, 613, 614, 615, 640, 641, 642, 667, 669, 694, 695, 696, 721, 722, 723)"
228,29,14,"(669, 614, 615, 616, 641, 642, 643, 668, 670, 695, 696, 697, 722, 723, 724)"
229,29,15,"(670, 615, 616, 617, 642, 643, 644, 669, 671, 696, 697, 698, 723, 724, 725)"
230,29,16,"(671, 616, 617, 618, 643, 644, 645, 670, 672, 697, 698, 699, 724, 725, 726)"
231,29,17,"(672, 617, 618, 619, 644, 645, 646, 671, 673, 698, 699, 700, 725, 726, 727)"
232,29,18,"(673, 618, 619, 620, 645, 646, 647, 672, 674, 699, 700, 701, 726, 727, 728)"
233,29,19,"(674, 619, 620, 621, 646, 647, 648, 673, 675, 700, 701, 702, 727, 728, 729)"
234,29,20,"(675, 620, 621, 622, 647, 648, 649, 674, 676, 701, 702, 703, 728, 729, 730)"
235,29,21,"(676, 621, 622, 623, 648, 649, 650, 675, 677, 702, 703, 704, 729, 730, 731)"
236,29,22,"(677, 622, 623, 624, 649, 650, 651, 676, 678, 703, 704, 705, 730, 731, 732)"
237,29,23,"(678, 623, 624, 625, 650, 651, 652, 677, 679, 704, 705, 706, 731, 732, 733)"
238,29,24,"(679, 624, 625, 626, 651, 652, 653, 678, 680, 705, 706, 707, 732, 733, 734)"
239,29,25,"(680, 625, 626, 627, 652, 653, 654, 679, 681, 706, 707, 708, 733, 734, 735)"
240,29,26,"(681, 626, 627, 628, 653, 654, 655, 680, 682, 707, 708, 709, 734, 735, 736)"
241,29,27,"(682, 627, 628, 629, 654, 655, 656, 681, 683, 708, 709, 710, 735, 736, 737)"
242,29,28,"(683, 628, 629, -1, 655, 656, -1, 682, -1, 709, 710, -1, 736, 737, -1)"
